content	title	tags	datetime	votes	user	expertise	medal	n_comments	n_appreciation_comments	id	forum	domains
I m trying to run Kaggle TPU  but I get the kernel stopped because I didn t use TPU. My model that I use integrating Yolo exceeds the GPU ram so I wanted to opt for the TPU  however I don t know how to use it.  TPU   discussions?tags 16574-TPU  Transfer Learning   discussions?tags 14221-Transfer Learning  Deep Learning   discussions?tags 13310-Deep Learnin	How to use Kaggle TPU to run Yolo models	['TPU', 'Transfer Learning', 'Deep Learning']	2024-03-21T23:58:13+00:00	0	paulinavelasquez99	Novice		1	0	485729	getting-started	['Hardware', 'AI']
Hi All  I m new into the world of deep learning and I want to learn it. Which framework should I used for production ready deployment. Tensorflow or Pytorch? Thanks for the feedback	Google Tensorflow or Pytorch for production ready Deep Learning?		2024-03-21T10:21:04+00:00	0	itsmecevi	Expert	bronze	1	0	485580	getting-started	['General']
Any advice for those new to Kaggle.	Kaggle Growth Pathway?		2024-03-20T16:50:57+00:00	0	kabirolawalemohammed	Contributor		2	0	485389	getting-started	['General']
Hey Kagglers  I am new to the world of LLMs and I get lost with sophisticated blogs and complex models  which as a beginner seems very intimidating and overwhelming at times. Can anyone suggest me a   go-to place   where I can refer to   beginner level notebooks   to train simple LLMs on simple tasks  before trying out on complex tasks. Considering I am not from a technical background  and so looking for resources that are technical friendly as well  but it s not a must as I have my friend ChatGPT  . It will also be helpful if people could share   entry level competitions   on Kaggle  to rapidly grow knowledge in the field and participate in active discussions. I am sure many of us would have been lost in their initial phase  and would have found their way out of the fog  so requesting such person to share their experience and learning resources for the same. I am sure this post will benefit the community. Thanks in advance   NLP   discussions?tags 13204-NLP  GPT2   discussions?tags 17154-GPT2  Beginner   discussions?tags 13102-Beginner  Education   discussions?tags 11105-Educatio	Exploring LLMs as a beginner	['NLP', 'GPT2', 'Beginner', 'Education']	2024-03-21T16:41:33+00:00	7	sudharshanravi	Expert	silver	7	0	485669	getting-started	['Levels', 'AI']
I need help. I   m Brazilian  and my friend and I are working on a certain type of scientific initiation project for college. We decided to focus on the theme of Bias in Machine Learning  inspired by some articles we read. We even won second place in a competition for it. But now it   s time to put our    thesis    into practice. We   ve tried collecting data from various sources  but it has been quite exhausting. Honestly  I   m not sure if we   re too young for this  but a professor mentioned Kaggle to me. So  I   m reaching out here as our last hope. Does anyone know of any biased datasets that we can use for Fair-SMOTE and gather experimental results? Thank you in advance	I need a help!		2024-03-20T00:35:06+00:00	0	drumondgabs	Novice		1	0	485222	getting-started	['General']
Hi all  I m starting my journey in data science beginning as Jr. Data Analyst. I was wondering if someone has already made an analysis in which it has been discovered a trend on the most popular IDEs  I only know Anaconda   so newbies start using it and getting familiarized with it since the beginning.	Most IDE used in Data Science industry		2024-03-20T19:15:04+00:00	1	felixmondragon	Novice	bronze	2	0	485424	getting-started	['General']
Hey all  I want to investigate Regression Analysis using an example of house price sales dataset. I have seen some of them  I could not decide which one is the greatest. If you have worked with one of them and it was valuable  please  share here the dataset link. I will appreaciate it.	I need a suggestion of a house price dataset		2024-03-19T16:37:00+00:00	0	murilozangari	Expert		1	0	485152	getting-started	['AI']
When I try to run cells  I can t run beause of  Cancel run . This problem causes when simple context codes   so the others factors contribute it. I can run some cells by vs.code or googlecolab   but I can t do by kaggle. Please teach me some advice.	Cancel run when try to run cells		2024-03-20T04:49:40+00:00	0	shunsakagami	Novice		1	0	485257	getting-started	['General']
Hi Kagglers   I m Dr.Bharath a medical doctor by profession  specialised in Oncology. I m intrigued with the potential of AI   its aid in health care for diagnosis  staging  prediction of response  choosing right treatment protocols. I have started learning the basics of Machine Learning  AI etc through online courses Stanford  UfM etc. I would like to have knowledge in developing an application  how to go about it? Can you guys help me with it?  How about doing the zero to mastery in Python or doing just python with AI is beneficial ? I m not looking to change career path but want to do it as a passion project? Thank you  Much Appreciated.	How to start my journey in learning to develop AI applications in Health Care ?		2024-03-19T13:57:09+00:00	1	drbharath	Novice	bronze	1	0	485111	getting-started	['Healthcare', 'Computer Science', 'AI']
Esta pregunta tiene el objetivo de conocer el g  copyright nero musical que m  s tendencia marc   dentro de Latinoam  copyright rica entre los a  os 2010 y 2020 y saber la verdadera raz  n de su   copyright xito en este lugar.	Â¿CuÃ¡l es el gÃ©nero musical que mÃ¡s tendencia marcÃ³ en LatinoamÃ©rica entre los aÃ±os 2010 y 2020 y a quÃ© se debe su Ã©xito?		2024-03-19T02:58:24+00:00	0	libelenenriqueznava	Novice		0	0	485001	getting-started	['General']
Hey everyone  We ve all seen them - those fantastic notebooks that are not only informative but also a joy to explore. But what exactly makes a notebook stand out from the crowd? Let s share our thoughts and experiences to create a community guide to crafting awesome notebooks  Here are some aspects to consider   Clarity and Structure    Is the notebook well-organized  with clear sections and easy navigation?  Are explanations concise and understandable  even for beginners?    Code Readability    Is the code well-formatted  commented  and easy to follow?  Does it adhere to best practices for maintainability and reusability?    Data Exploration and Visualization    Does the notebook effectively explore the data  highlighting key insights and trends?  Are visualizations clear  informative  and visually appealing?    Model Selection and Evaluation    Does the notebook justify the choice of models used?  Are evaluation metrics explained and results clearly presented?    Innovation and Exploration    Does the notebook showcase unique approaches or creative solutions?  Does it encourage further exploration and experimentation? By combining our experiences  we can create a valuable resource for everyone   helping us all craft notebooks that are informative  engaging  and contribute to the collective knowledge pool. Looking forward to a lively discussion   This is my notebook  Advanced   discussions?tags 13104-Advanced  Beginner   discussions?tags 13102-Beginner  Intermediate   discussions?tags 13103-Intermediat	The Anatomy of an Awesome Notebook: Sharing Best Practicesð	['Advanced', 'Beginner', 'Intermediate']	2024-03-19T19:19:16+00:00	4	hadeerbadr	Novice	bronze	2	1	485180	getting-started	['Levels']
Se voc   tivesse que iniciar a carreira em dados nos dias atuais  como voc   iniciaria ?  Qual dire    o da   rea faria mais sentido e qual curso iniciaria ?	Se tivesse que iniciar a carreira de dados hoje, iniciaria de qual forma ?		2024-03-19T15:10:23+00:00	0	victorarroio	Novice		0	0	485129	getting-started	['Data Science']
URL      Introduction to Exploratory Data Analysis Exploratory Data Analysis  EDA  is a crucial step in the data science process that involves analyzing and visualizing data to uncover patterns  relationships  and insights. It serves as the foundation for building predictive models and making informed decisions based on data.     EDA in Data Science In the realm of data science  EDA plays a pivotal role in understanding the structure of datasets  identifying outliers  missing values  and trends. By conducting EDA  aspiring data scientists can gain a deeper understanding of the underlying patterns within the data before diving into more complex modeling techniques.     Conducting Effective EDA To conduct effective EDA  aspiring data scientists should start by exploring descriptive statistics such as mean  median  standard deviation  and visualizations like histograms  scatter plots  and box plots. These techniques help in identifying anomalies and outliers that may impact the analysis.     Tools and Technologies for Performing EDA There are various tools and technologies available for performing EDA efficiently. Popular tools like Python libraries such as Pandas  NumPy  Matplotlib  Seaborn along with R programming language provide a wide range of functions for conducting exploratory analysis effectively.     Common Challenges Faced During EDA Despite its importance  EDA comes with its own set of challenges. Some common challenges include dealing with missing values effectively  handling large datasets efficiently  selecting relevant variables for analysis among others. Overcoming these challenges requires a combination of technical skills and domain knowledge.     Conclusion Exploratory Data Analysis is an indispensable part of the data science workflow that empowers aspiring data scientists to derive meaningful insights from raw data. By mastering the art of EDA using appropriate tools and techniques while addressing common challenges encountered during analysis will enable them to unlock valuable insights hidden within datasets.	Begginer Guide to Exploratory Data Analysis (EDA) for Aspiring Data Scientists		2024-03-19T09:25:41+00:00	-2	yavordimitrov	Contributor		0	0	485050	getting-started	['Computer Science', 'Data Science']
Hi everyone  We are sharing a series of notebooks to help Kagglers to get started with the machine learning frameworks JAX and FLAX.   Intro to JAX    JAX   URL  is a framework which is used for high-performance numerical computing and machine learning research developed by  Google Research   URL  It allows you to build Python applications with a NumPy-consistent API that specializes in differentiating  vectorizing  parallelizing  and compiling to GPU TPU Just-In-Time. JAX was designed with performance and speed as a first priority  and is natively compatible with common machine learning accelerators such as  GPUs   URL  and  TPUs   URL  Large ML models can take ages to train -- you might be interested in using JAX for applications where speed and performance are particularly important    When to use JAX vs TensorFlow?    TensorFlow   URL  is a mature product  with a rich and fully-featured ecosystem  capable of supporting most every use case a machine learning practitioner might have  e.g.  TFLite   URL  for on-device inference computing   TFHub   URL  for sharing pre-trained models  and many additional specialized applications as well . This type of broad mandate both contrasts and compliments JAX s philosophy  which is more narrowly focused on speed and performance. We recommend using JAX in situations where you do want to maximize speed and performance but you do not require any of the long tail of features and additional functionalities that only the  TensorFlow ecosystem   URL  can provide.   Intro to FLAX   Just like  JAX   URL  focuses on speed  other members of the JAX ecosystem are encouraged to specialize as well. For example   Flax   URL  focuses on neural networks and  jgraph   URL  focuses on graph networks.  Flax   URL  is a JAX-based neural network library that was initially developed by Google Research s Brain Team  in close collaboration with the JAX team  but is now open source. If you want to train machine learning models on GPUs and TPUs at an accelerated speed  or if you have an ML project that might benefit from bringing together both  Autograd   URL  and  XLA   URL  consider using  Flax   URL  for your next project   Flax   URL  is especially well-suited for projects that use large language models  and is a popular choice for cutting-edge  machine learning research   URL    You can also use the JAX FLAX framework in your notebooks to make submissions for the  Google OSS Expert prize   URL  program.     How can I get started with JAX FLAX?   Here are some getting started notebooks on how to use JAX FLAX with different dataset formats for training machine learning models.    Digit Recognizer using JAX FLAX  Toy image dataset    URL     Dog Breed Classification using JAX FLAX  Image Dataset    URL     Jigsaw toxic comment classification using JAX FLAX  Text Dataset    URL     Cornell BirdCall classification using JAX FLAX  Audio dataset    URL  Likewise  this recently launched  community competition   URL  has both a large training dataset and a problem statement that benefits from fine-tuning a large language model -- it might be a great place to try out JAX as well    Disclaimer     We recommend using  GPUs   URL  when working with JAX on Kaggle.   These notebooks are compatible with the v3-8  TPUs   URL  that are provided for free in  Kaggle Notebooks   URL  but JAX was optimized for the newly updated  TPU VM   URL  architecture which is not yet available on Kaggle.	Getting Started with JAX/FLAX		2022-03-29T11:29:57+00:00	627	nilaychauhan	Kaggle Stuff	gold	702	233	315696	getting-started	['Hardware', 'Computer Science', 'Levels', 'AI']
I am a new member of the Kaggle platform. There are many different sections on Kaggle  but it looks a bit confusing. I am waiting for your advice  I wish you good work.	How can I get the best out of kaggle ?		2024-03-25T11:54:43+00:00	1	ibrahimmetin	Novice	bronze	2	0	486529	getting-started	['General']
Do check this blog In this I had made introduction how text preprocessing is done in NLP  Kindly give suggestions	A Guide to Effective Text Preprocessing in NLP!		2024-03-24T18:47:59+00:00	2	piyushborhade	Expert	bronze	1	0	486403	getting-started	['AI']
Hey  fellow Kagglers                  A few days back  I stumbled upon a thought-provoking discussion here about the interpretability of deep learning models  often referred to as  black boxes.  In current times  deep learning is being increasingly used across various sectors  and understanding the workings of these models is becoming more and more crucial.    Deep Learning via Explainable AI  XAI      registered Deep learning models can seem mysterious with their intricate layers and complex structures. Explainable AI  XAI  offers several approaches to shed light on their decision making processes.     LIME and SHAP   are tools that explain individual predictions by attributing the prediction decision to each feature s contribution.    Lime Example    CODE    Sharp Example    CODE      Feature Visualization   This technique reveals which features are prioritized by the model  aiding in deciphering its focus.     Attention Mechanisms   Originally from the NLP world  show what parts of the input data are most influential in the model s decisions.     Model Simplification   Striving for simplicity  this approach attempts to make complex models more interpretable without significantly impacting their accuracy.     Interactive Visualization Tools   By enabling the dynamic exploration of how input modifications alter outputs  these tools offer hands-on insights into model behavior.    Trade-offs in Deep Learning Explainability     While seeking interpretability in deep learning  we encounter some trade-offs mentioned below     Accuracy vs. Explainability   Increasing a model s explainability can sometimes compromise its accuracy  a careful balance to maintain performance is essential.     Complexity of Interpretation Methods   Some interpretability techniques can be intricate  challenging their practical application.     Contextual Relevance   Explanations must resonate with domain-specific insights to be actionable and meaningful.    Resources for Further Learning      To delve deeper into the world of Explainable AI and interpretability in deep learning  check out the following resources    Interpretable Machine Learning  by Christoph Molnar   URL  A comprehensive guide to making machine learning models interpretable.    Explainable Artificial Intelligence  XAI    URL  A detailed paper providing an extensive overview of XAI.    LIME GitHub Repository   URL     SHAP GitHub Repository   URL     A Survey on Attention Mechanisms in Deep Learning   URL    Concluding Thoughts      Understanding the  black box  of deep learning is crucial for fostering trust and ethical integration in real-world applications. Prioritising explainability along with accuracy lets us fully leverage the potential of deep learning  enhancing efficiency and ensuring the outcomes align with ethical standards. I am excited to hear your tips on tricks for understanding and interpretability of deep learning models       Best Wishes         Citation This post is written by me and is edited with the help of ChatGPT.   Artificial Intelligence   discussions?tags 12101-Artificial Intelligence  Model Explainability   discussions?tags 16070-Model Explainability  Exploratory Data Analysis   discussions?tags 13201-Exploratory Data Analysis  Beginner   discussions?tags 13102-Beginner  Deep Learning   discussions?tags 13310-Deep Learnin	A Deep Dive into Explainable AI (XAI) for Deep Learning Models	['Artificial Intelligence', 'Model Explainability', 'Exploratory Data Analysis', 'Beginner', 'Deep Learning']	2024-03-24T14:56:44+00:00	12	karnikakapoor	Grandmaster	gold	7	2	486359	getting-started	['Data Science', 'Levels', 'AI']
Hey everyone  I m excited to start my first Deep Learning project. I want someone as a collaborator who is eager to learn with me and get their hands dirty with some Neutral Networks  We can also begin with a Kaggle compitition.   Looking forward to join hands.	Need a partner for project or kaggle competition		2024-03-23T21:56:17+00:00	2	dhanishahahaha	Expert	bronze	3	0	486187	getting-started	['General']
Hi  I d like to start to study R language as re-skilling.  Please advice about the attitude   technic for studing and recommended tool   website   textbook.   I have a background of C C   java language and information science	"How to start ""R"" language"		2024-03-23T06:20:56+00:00	1	yoshimurahideyuki	Novice	bronze	2	0	486018	getting-started	['Computer Science']
Setting up your data science environment involves installing Python  Jupyter Notebooks  and other essential tools that will be the backbone of your projects. This is a series  so every  few days  I plan to release new content and how-to guides to enrich your journey.   Installing Python   First  visit the  Python website   URL  and download the latest version of Python for your operating system.       URL    Next  run the installer and follow the instructions. Ensure you check the box that says    Add Python to PATH    during installation to make Python accessible from the command line.   Setting Up Jupyter Notebooks Jupyter Notebooks provide an interactive coding environment  allowing you to combine live code  visualizations  and markdown notes in a single document.       URL    Open your command line  Command Prompt on Windows  Terminal on macOS and Linux  and install Jupyter using Python s package manager pip  CODE    After installation  run the following command in your command line to start Jupyter Notebook  CODE  This command will open Jupyter Notebook in your default web browser  ready for you to start creating new notebooks.   Basic Setup Create a dedicated folder on your computer for your data science projects. This will help you keep your datasets  scripts  and notebooks organized.       URL    Based on my previous experience  it   s a good practice to use virtual environments for your projects to manage dependencies efficiently. You can create a virtual environment using  CODE    Next  install the core libraries for data analysis and visualization. With your virtual environment activated  install pandas  NumPy  Matplotlib  and Seaborn using pip  CODE    My advice   Familiarize yourself with the Jupyter Notebook interface. Practice creating new notebooks  writing and executing code  and using markdown for notes.   Consider installing Git for version control and collaboration. Git allows you to track changes  revert to previous states  and collaborate with others on projects.   Once you re comfortable with the basics  explore additional tools and libraries that can help with your specific needs  such as scikit-learn for machine learning  or TensorFlow and PyTorch for deep learning projects. Don   t hesitate to experiment with your setup  and remember  the best way to learn is by doing        --- If you learnt something  don   t forget to drop an upvote to show your support. Additionally  if you have any comments or suggestions  make sure you put them in the comments. Thanks for reading and follow me  USER_sahirmaharajj   URL  for daily tips.	Data Driven #2: Setting Up Your Data Science Environment		2024-03-22T20:34:54+00:00	-2	sahirmaharajj	Contributor		0	0	485955	getting-started	['Computer Science', 'DevOps']
In the ever-evolving landscape of technology  StackOverflow  once the pinnacle for developers seeking answers  faced a formidable challenge with the emergence of generative AI products like ChatGPT  Gemini  Perplexity  etc. What appeared as a threat soon transformed into an opportunity  showcasing StackOverflow s resilience and adaptability amidst technological disruption. During its golden age  StackOverflow stood unchallenged as the go-to platform for developers worldwide. However  the landscape shifted with the rise of generative AI  particularly ChatGPT  which posed a significant challenge to StackOverflow s dominance. The platform experienced a decline in popularity  leading to a noticeable drop in user engagement and posting activity. Responding to this existential threat  StackOverflow initially implemented a reactionary measure by banning all generative AI. This move  while perhaps driven by a fear of obsolescence or a misunderstanding of AI s potential  reflected the initial resistance to change. However  StackOverflow quickly recognized the need for a strategic shift. Within a remarkably short span of seven months  the company reversed its stance  lifting the AI ban and introducing OverflowAI  a groundbreaking initiative that embraced generative AI technology. The decision to integrate AI into its platform marked a pivotal moment for StackOverflow. With OverflowAI  the platform underwent a remarkable transformation  leveraging the power of AI to enhance user experience and functionality 1.   Enhanced Search Functionality   The search feature  powered by generative AI  underwent a significant upgrade  delivering more accurate and relevant search results  thereby improving the overall quality of user interactions. 2.   Virtual Assistant Integration   A virtual assistant was seamlessly integrated into the platform  assisting users in formulating precise and detailed questions  thus facilitating more effective knowledge exchange and problem-solving. 3.   IDE Integration   Recognizing the diverse needs of developers  StackOverflow introduced an OverflowAI plugin for Visual Studio  enabling developers to seamlessly access StackOverflow s vast repository of knowledge directly from their integrated development environment  IDE   streamlining the development workflow. StackOverflow s journey serves as a testament to the importance of adaptability in navigating technological disruptions. Rather than resisting change  StackOverflow embraced innovation  demonstrating the value of reassessment  adaptation  and adoption in staying relevant and competitive in a rapidly evolving landscape. In conclusion  StackOverflow s transition from perceiving generative AI as a threat to embracing it as an opportunity underscores the transformative power of strategic evolution. By embracing technological advancements  StackOverflow not only revitalized its platform but also reaffirmed its position as a pioneering force in the developer community. As we continue to witness the relentless march of technological progress  StackOverflow s journey serves as a guiding beacon  inspiring organizations to embrace change and harness innovation to thrive in the face of uncertainty.  Artificial Intelligence   discussions?tags 12101-Artificial Intelligence  Online Communities   discussions?tags 16489-Online Communitie	Embracing Evolution: StackOverflow's Journey in the Age of Generative AI	['Artificial Intelligence', 'Online Communities']	2024-03-22T15:18:09+00:00	0	saurabhbadole	Novice		1	0	485874	getting-started	['AI']
What is Plotly Dash?    Dash is an open-source Python framework used for building analytical web applications and is built on top of Flask  Plotly.js  and React.js. Its simple and easy-to-use framework lets data scientist put their complex model behind the app and the interactive interface enables the users to make business decisions that are backed by data and derived from models.   What is Dash AG Grid?    The Dash AG Grid is the newest addition to the current family of Dash components and widgets. It is an open-source library for building complex data tables with features like sorting  filtering  and pagination. The library is designed for high-performance and large data sets. It is a fully-featured and enterprise-ready grid component that can be used in Dash applications. There is an open-source and also enterprise version licensed  that has more features.   What is Dash DataTable?    Dash DataTable is an interactive table component designed for viewing  editing  and exploring large datasets. This component was written from scratch in React.js specifically for the Dash community. The Dash DataTable has been a popular choice for representing data in tabular form due to its customizable features like colors  size  formats  and style. It lets users explore data in more depth at the tabular level.   Benefits of using Dash AG Grid    AG Grid is a feature-rich data grid that offers enterprise-grade features like filtering  sorting  grouping  and tree data. It is also one of the fastest data grids on the market  making it ideal for large data sets. In addition  AG Grid is easily integrated with other web technologies  making it a powerful tool for Dash applications. There were features that we implemented in AG Grid that were not possible in DataTable like resizing columns  rearranging columns  and rows  and built-in filtering options similar to that of MS Excel.   The grid   s features are well suited to the Dash architecture   The grid is highly configurable so that you can customize it to your needs   The grid is easy to use  so you can get up and running quickly   The grid is reliable and well-supported  so you can be confident in its stability      URL  At the end of the day  AG Grid is a powerful tool that can speed up your development process. It is easy to use and easy to integrate into your existing dashboards. If you are looking for a tool to help you create beautiful and interactive data visualizations  AG Grid is a great option.   Official Documentation for reference        The example code to get started    GitHub   URL	Dash DataTable Vs Dash AG Grid		2024-03-22T07:15:01+00:00	2	amitvkulkarni	Expert	bronze	1	0	485799	getting-started	['Computer Science']
Hey Kaggle community  Excited to embark on my data science and machine learning journey here  As someone who has knowledge in data analytics concepts like Tableau  SQL  Python  stats  probability  and hypothesis testing  I m now diving deeper into the world of data science and machine learning. Currently  I m honing my mathematical skills for machine learning. From linear algebra to calculus  I m immersing myself in the foundational principles that underpin powerful machine learning algorithms. I m passionate about exploring new concepts  tackling challenges  and contributing to the community s collective learning. Whether it s discussing machine learning algorithms  exploring data visualization techniques  or sharing insights from my own projects  I m here to engage and collaborate with all of you. As a newbie  I m eager to start discussions  share my knowledge  and learn from all of you wonderful folks. I would greatly appreciate your support and encouragement as I embark on this learning adventure. Let s inspire each other  build meaningful connections  and make valuable contributions to the Kaggle family  Looking forward to connecting with you all and exploring the fascinating world of data science together   NewToKaggle  DataScience	Embarking on a Data Science and Machine Learning Journey		2024-03-21T22:10:41+00:00	-1	eswarsuriyapradhan	Novice		2	0	485714	getting-started	['Computer Science', 'Data Science']
Hi I am competing in my first competition related to LLM s   I have basic enough knowledge and procured a dataset for the competition as well but can someone explain what could be a plain logical idea behind the approach to tackle this competition  thank you  Artificial Intelligence   discussions?tags 12101-Artificial Intelligence  Advanced   discussions?tags 13104-Advanced  Intermediate   discussions?tags 13103-Intermediate  NLP   discussions?tags 13204-NLP  Text   discussions?tags 14104-Tex	Can someone explain the main idea behind LLM prompt recovery challenge ?	['Artificial Intelligence', 'Advanced', 'Intermediate', 'NLP', 'Text']	2024-03-21T08:58:51+00:00	2	ayushtankha	Contributor	bronze	0	0	485562	getting-started	['Levels', 'AI']
Hi  i am starting to learn R  what are your advices?  Do i need an specific machine to run it?        Beginner   discussions?tags 13102-Beginner  R   discussions?tags 16640-	I am new to R	['Beginner', 'R']	2024-03-20T15:44:16+00:00	0	juandiazlagos	Novice		4	0	485381	getting-started	['Levels', 'Computer Science']
I would like to know what knowledge I need to have to start competing.	What do I need to know to start competitions		2024-03-19T23:54:54+00:00	0	eduardoccardoso	Novice		1	0	485220	getting-started	['General']
Hello everyone. How do you add a link to your Kaggle profile on your resume?	How to put your Kaggle profile link your resume		2024-03-19T16:01:19+00:00	7	siyabulelatyaliti	Novice	silver	4	0	485146	getting-started	['General']
I tried completing code from my end but still shows incomplete and I am not sure what to complete. Can anyone pls help. attaching scrrenshot      URL	Unable to complete course		2024-03-19T12:56:33+00:00	0	pruthvirajponnam	Novice		2	0	485098	getting-started	['General']
Hi Kagglers    Recently  Kaggle   URL  released a feature  schedule notebooks   URL  to schedule your notebooks to run automatically  . Using this  you can schedule your notebook to run daily weekly monthly and likewise any datasets that are created from scheduled notebook outputs can be set to automatically update whenever a new version of the notebook is saved. Furthermore  you can also schedule your notebooks to rerun whenever the datasets they are attached to get updated.     How do I use scheduled updates? 1. In the settings menu of the notebook editor  schedule the notebook to update either daily  weekly  monthly  or in response to the underlying dataset getting updated. 2. In the metadata section of a dataset that was created directly from a Kaggle Notebook Output File  select    Keep dataset in sync with new notebook versions   . Some limitations include   Only   CPU   notebooks can be scheduled  not GPU TPU .     5 Private   and   15 Public   notebooks can be scheduled at any given time.   Schedules expire after a   maximum   of   10 runs   after which they need to be reset.   For   dataset update triggers     scheduled notebooks run at most once per day.     Why do we need the scheduled updates? There are plenty of datasets which update on a daily or weekly or monthly basis  and previously notebooks depending on these datasets had to be re-run manually every time that the underlying datasets were updated. For example   the  USA COVID-19 Vaccinations   URL  dataset updates daily and notebook authors may want to schedule their notebooks to run every time that a new dataset version is published. Likewise  you can schedule notebooks to update on their own  even if they are not attached to any underlying datasets   URL    You can also use this feature to automatically re-run notebooks that create  maintain  and update new datasets as well  . For example  the  Reliance Stock Prices with News Sentiment        URL  dataset gets updated daily as a result of this  scheduled notebook   URL    fetching daily stock market data of Reliance and its daily news articles and creating a derived dataset which contains   news sentiment  . We can use this  generated dataset   URL  and study the stock market behavior and plan buy or sell strategies accordingly. Likewise  the  Kaggle Feedback Comments   URL  dataset gets updated daily as a result of  this scheduled notebook   URL   runs daily    which is taking    Feature Launch Update    forum posts from  meta-kaggle   URL  dataset   transforming it and creating a new  derived dataset   URL  from the notebook outputs and  this notebook   URL  analyzing kagglers reaction on feature launches updates forum posts   scheduled to run whenever the  Kaggle Feedback Comments   URL  dataset gets updated.     Community examples   Notebooks that are scheduled to re-run automatically in order to create  maintain  and keep updated a new or novel dataset                 Datasets that were created from the outputs of scheduled notebook runs           Notebooks that are scheduled to re-run automatically in order to maintain an always-up-to-date data visualization               Notebooks that are scheduled to update whenever a new version of the underlying dataset is published         URL	How to create a pipeline of scheduled and triggered notebooks		2021-12-07T10:37:35+00:00	577	yashvi	Master	gold	1018	528	293861	getting-started	['Hardware']
I am looking forward to start organizing my approach to data science. I find it that  depending on the topics  regression  classification  data exploration  etc      many of the tasks are following the same procedure  e.g. loading data  understanding it  dividing it  pre-processing it  feature engineering and selection    . I want to build a straightforward way to follow my notes  jump onto the parts that matter  and navigate them quite speedly and easily. Because this field uses jupyter notebooks extensively I started collecting my code snippets there  but I want to pick your brains and suggestions on how best to do this  I know these tens of lines of code will grow      . It feels jupyter notebooks aren t for this task  no hyperlinks to sections . Do you document your How-TO notes on jupyter notebooks? Word? Some other format allowing you to jump into subsections  like with an index  but editing these just as easily along the way? Do you fragment your info across multiple files  one for data exploration  another for models     . ?  Aesthetic Quality   discussions?tags 17069-Aesthetic Quality  Data Analytics   discussions?tags 13215-Data Analytics  Data Cleaning   discussions?tags 13202-Data Cleaning  Exploratory Data Analysis   discussions?tags 13201-Exploratory Data Analysis  Feature Engineering   discussions?tags 13306-Feature Engineerin	How to build our Data Science toolkit library	['Aesthetic Quality', 'Data Analytics', 'Data Cleaning', 'Exploratory Data Analysis', 'Feature Engineering']	2024-03-25T09:41:51+00:00	2	xavierfonseca	Contributor	bronze	2	0	486509	getting-started	['Data Science']
In the field of artificial intelligence  this is most important step for any project in AI  ML  DL  NLP. Answering the simplest question    What is data preprocessing?     Processing the dataset in such a way that we could feed it to our model  so that our AI model learns best from dataset and helps in further predictions. An AI model  being complex  is a mathematical equation which understands numbers  built upon with many mathematical tools  concepts and genius ideas. Why data preprocessing?  Asking    Why    simplifies most of the learning process. Datasets in the real world are not that ideal to be directly feeded into a AI model. Simply assume as they are not ready. Lets take an example of titanic dataset.  Problem statement To build a predictive model that answers the question    What sorts of people were more likely to survive?    using passenger data.      URL  Now answer my questions 1  What can a AI model do with data like PassengerId  Name  Ticket number?  Answer Well the answer is very simple  AI model does nothing to with this data. Because these does not decide whether the person survives or not. 2  If you see    Cabin    column you could see some entries as    NaN   . It simply means that the value is missing. Now what my AI model should do since the value is missing ?  Answer Yes  the answer is to handle it. But my AI model don   t know how to handle it. Handling solely depends up on the use case. We should handle those in the preprocessing step. 3  Look at the columns    Sex        Embarked   . They are filled with characters  string  or may be some other unrelaible datatype. Does my AI model know how to use such data for predictions?  Answer Absolutely no  AI model is a mathematical equation. It understands the terms only of mathematical importance.  What   s the solution?  Convert the categorical columns to numerical columns. It is as simple as that. 4  If I have the dataset with less number of passengers like may be 200 or 300. Is it enough to train our AI model to help with further predictions?  The answer is that it depends. Usually we need a many datapoints to train our AI model. It also includes the step to artificially generate new datapoints. You will know about it if you follow me. And there are many aspects of feature engineering.      Major steps of Preprocessing 1. Load datasets and decide which columns not at all required for our use case. Drop them from dataset. I call this step as    Feature selection 1   . 2. Determine the numerical columns and categorical columns. 3. Exploratory data analysis is most important step of preprocessing. I call this step as    Know more about your dataset   . 4. Handle missing values by imputing mean  median  mode or any other value in place of    NaN   . 5. Upsample the dataset if it is unbalanced. Artificially generate more datapoints if needed. 6. Encode all the categorical features with the techniques like nominal encoding  ordinal encoding  target guided encoding. 7. Feature selection 2 Remove the features on the basis of variance  correlation and there are many more methods. 8. Finally scale the dataset. The dataset is now ready to be feeded to AI Model. Actually there may be some steps included in between. I have discussed the major steps. Exactly what to do in preprocessing depends on project to project and how well you have done EDA.      Key takeaways Understand what is Preprocessing?  Major steps of Preprocessing.  You had tried to think about the answers of the questions I have asked.	Preprocessing of data		2024-03-24T18:20:43+00:00	1	vigneshwar472	Novice	bronze	0	0	486395	getting-started	['Data Science', 'AI']
Hlo friends  I want to ask you suggestion how to really get good in Machine Learning for example i know theory but when try to creat code things get messi and there are many distractions  do first this or this    AI their no need of coders  etc. I am a collage student and collage just increasing tension and anxiety.  I have done few course but things not progressing. What is your way to keep yourself accountable like starting challenge with deadline or get in competition   thanks for reading.	Real way to become good in ML		2024-03-24T13:49:19+00:00	4	tarandeepsinghkahlon	Contributor	bronze	4	0	486333	getting-started	['AI']
